log_id,created_at,user_id,vip_level,char_name,rarity,origin,destination,status,gross_revenue,dispatch_cost,net_profit,time_hours,profit_per_hour,is_red_card
L02211,2026-04-30 08:00:00,U0044,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02212,2026-04-02 14:00:00,U0040,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02213,2026-04-23 17:00:00,U0096,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02214,2026-04-09 04:00:00,U0003,1,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02215,2026-04-25 11:00:00,U0072,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02216,2026-04-27 23:00:00,U0073,5,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02217,2026-04-20 01:00:00,U0055,2,Aria,Red,Fishing Village,Capital,Failed,0,500,-500,2,0.0,True
L02218,2026-04-26 08:00:00,U0047,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02219,2026-04-30 06:00:00,U0097,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02220,2026-04-25 16:00:00,U0017,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02221,2026-04-13 11:00:00,U0031,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02222,2026-04-25 00:00:00,U0078,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02223,2026-04-12 03:00:00,U0008,0,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02224,2026-04-23 10:00:00,U0065,5,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02225,2026-04-06 22:00:00,U0095,3,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02226,2026-04-04 06:00:00,U0058,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02227,2026-04-01 11:00:00,U0066,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02228,2026-04-11 07:00:00,U0019,5,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02229,2026-04-15 23:00:00,U0051,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02230,2026-04-01 10:00:00,U0058,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02231,2026-04-10 14:00:00,U0023,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02232,2026-04-05 22:00:00,U0087,0,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02233,2026-04-19 03:00:00,U0062,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02234,2026-04-28 09:00:00,U0024,1,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02235,2026-04-17 09:00:00,U0032,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02236,2026-04-18 22:00:00,U0094,3,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02237,2026-04-10 14:00:00,U0068,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02238,2026-04-21 17:00:00,U0038,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02239,2026-04-05 07:00:00,U0094,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02240,2026-04-27 06:00:00,U0063,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02241,2026-04-23 23:00:00,U0023,0,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L02242,2026-04-28 03:00:00,U0029,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02243,2026-04-12 01:00:00,U0041,1,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02244,2026-04-24 05:00:00,U0011,0,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02245,2026-04-27 00:00:00,U0043,4,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02246,2026-04-25 09:00:00,U0035,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02247,2026-04-08 09:00:00,U0034,4,Trader,Purple,Capital,Black Market,Failed,0,200,-200,8,0.0,False
L02248,2026-04-02 12:00:00,U0085,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02249,2026-04-17 07:00:00,U0089,4,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L02250,2026-04-24 05:00:00,U0063,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02251,2026-04-25 21:00:00,U0098,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02252,2026-04-11 17:00:00,U0091,5,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02253,2026-04-03 14:00:00,U0015,2,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02254,2026-04-09 01:00:00,U0016,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02255,2026-04-30 19:00:00,U0037,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02256,2026-04-21 22:00:00,U0054,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02257,2026-04-29 22:00:00,U0094,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02258,2026-04-10 19:00:00,U0086,1,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02259,2026-04-24 04:00:00,U0059,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02260,2026-04-09 00:00:00,U0041,1,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02261,2026-04-05 11:00:00,U0065,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02262,2026-04-14 05:00:00,U0081,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02263,2026-04-08 02:00:00,U0042,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02264,2026-04-20 09:00:00,U0017,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02265,2026-04-29 11:00:00,U0021,5,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02266,2026-04-02 14:00:00,U0056,2,Aria,Red,Fishing Village,Capital,Failed,0,500,-500,2,0.0,True
L02267,2026-04-24 15:00:00,U0055,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02268,2026-04-22 23:00:00,U0014,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02269,2026-04-16 00:00:00,U0025,0,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L02270,2026-04-15 12:00:00,U0007,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02271,2026-04-28 05:00:00,U0020,1,Nyx,Gold,Fishing Village,Capital,Failed,0,300,-300,2,0.0,False
L02272,2026-04-19 07:00:00,U0033,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02273,2026-04-18 11:00:00,U0077,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02274,2026-04-28 04:00:00,U0015,2,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L02275,2026-04-30 12:00:00,U0072,3,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02276,2026-04-21 09:00:00,U0045,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02277,2026-04-02 11:00:00,U0052,2,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02278,2026-04-29 03:00:00,U0046,2,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02279,2026-04-30 01:00:00,U0040,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02280,2026-04-12 03:00:00,U0097,3,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02281,2026-04-12 10:00:00,U0053,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02282,2026-04-12 10:00:00,U0045,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02283,2026-04-09 03:00:00,U0029,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02284,2026-04-24 03:00:00,U0031,2,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02285,2026-04-04 05:00:00,U0055,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02286,2026-04-09 22:00:00,U0019,5,Aria,Red,Fishing Village,Capital,Failed,0,500,-500,2,0.0,True
L02287,2026-04-24 01:00:00,U0074,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02288,2026-04-22 06:00:00,U0072,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02289,2026-04-07 09:00:00,U0058,4,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02290,2026-04-10 16:00:00,U0060,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02291,2026-04-07 23:00:00,U0020,1,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02292,2026-04-28 09:00:00,U0094,3,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02293,2026-04-10 07:00:00,U0052,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02294,2026-04-25 02:00:00,U0046,2,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02295,2026-04-18 12:00:00,U0034,4,Blacksmith,Blue,Fishing Village,Capital,Failed,0,100,-100,2,0.0,False
L02296,2026-04-18 13:00:00,U0068,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02297,2026-04-30 06:00:00,U0049,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02298,2026-04-25 10:00:00,U0021,5,Nyx,Gold,Fishing Village,Capital,Failed,0,300,-300,2,0.0,False
L02299,2026-04-18 22:00:00,U0093,1,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L02300,2026-04-11 18:00:00,U0089,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02301,2026-04-21 02:00:00,U0088,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02302,2026-04-14 00:00:00,U0035,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02303,2026-04-25 18:00:00,U0072,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02304,2026-04-17 10:00:00,U0026,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02305,2026-04-22 04:00:00,U0038,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02306,2026-04-22 18:00:00,U0074,4,Aria,Red,Capital,Mines,Failed,0,500,-500,4,0.0,True
L02307,2026-04-10 01:00:00,U0003,1,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02308,2026-04-13 18:00:00,U0099,1,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02309,2026-04-28 01:00:00,U0087,0,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02310,2026-04-01 15:00:00,U0009,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02311,2026-04-26 07:00:00,U0018,1,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02312,2026-04-20 04:00:00,U0075,0,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02313,2026-04-29 23:00:00,U0047,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02314,2026-04-07 13:00:00,U0054,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02315,2026-04-21 12:00:00,U0024,1,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02316,2026-04-08 06:00:00,U0031,2,Nyx,Gold,Fishing Village,Capital,Failed,0,300,-300,2,0.0,False
L02317,2026-04-18 13:00:00,U0031,2,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02318,2026-04-21 17:00:00,U0047,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02319,2026-04-08 12:00:00,U0059,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02320,2026-04-01 01:00:00,U0046,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02321,2026-04-04 00:00:00,U0041,1,Aria,Red,Fishing Village,Capital,Failed,0,500,-500,2,0.0,True
L02322,2026-04-17 13:00:00,U0094,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02323,2026-04-26 11:00:00,U0005,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02324,2026-04-18 20:00:00,U0063,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02325,2026-04-24 15:00:00,U0099,1,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02326,2026-04-27 01:00:00,U0084,5,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02327,2026-04-08 06:00:00,U0004,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02328,2026-04-01 13:00:00,U0001,0,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02329,2026-04-10 11:00:00,U0035,4,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L02330,2026-04-08 16:00:00,U0082,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02331,2026-04-27 06:00:00,U0074,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02332,2026-04-16 07:00:00,U0007,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02333,2026-04-03 17:00:00,U0074,4,Nyx,Gold,Capital,Mines,Failed,0,300,-300,4,0.0,False
L02334,2026-04-04 14:00:00,U0060,5,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02335,2026-04-16 02:00:00,U0026,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02336,2026-04-04 14:00:00,U0057,3,Nyx,Gold,Fishing Village,Capital,Failed,0,300,-300,2,0.0,False
L02337,2026-04-21 01:00:00,U0055,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02338,2026-04-08 15:00:00,U0041,1,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02339,2026-04-25 10:00:00,U0077,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02340,2026-04-25 20:00:00,U0011,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02341,2026-04-17 14:00:00,U0036,5,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L02342,2026-04-17 03:00:00,U0052,2,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02343,2026-04-15 19:00:00,U0024,1,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02344,2026-04-10 22:00:00,U0086,1,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02345,2026-04-29 15:00:00,U0024,1,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02346,2026-04-03 13:00:00,U0078,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02347,2026-04-14 19:00:00,U0004,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02348,2026-04-11 23:00:00,U0019,5,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02349,2026-04-14 16:00:00,U0078,4,Trader,Purple,Capital,Black Market,Failed,0,200,-200,8,0.0,False
L02350,2026-04-18 10:00:00,U0034,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02351,2026-04-19 04:00:00,U0098,2,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02352,2026-04-18 04:00:00,U0048,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02353,2026-04-20 23:00:00,U0059,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02354,2026-04-17 13:00:00,U0069,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02355,2026-04-23 00:00:00,U0016,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02356,2026-04-29 20:00:00,U0057,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02357,2026-04-06 23:00:00,U0071,3,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02358,2026-04-11 21:00:00,U0074,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02359,2026-04-10 18:00:00,U0025,0,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02360,2026-04-12 05:00:00,U0087,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02361,2026-04-22 02:00:00,U0090,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02362,2026-04-20 19:00:00,U0074,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02363,2026-04-20 17:00:00,U0042,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02364,2026-04-15 07:00:00,U0073,5,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02365,2026-04-06 12:00:00,U0043,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02366,2026-04-26 07:00:00,U0034,4,Trader,Purple,Capital,Black Market,Failed,0,200,-200,8,0.0,False
L02367,2026-04-23 04:00:00,U0082,4,Nyx,Gold,Capital,Black Market,Failed,0,300,-300,8,0.0,False
L02368,2026-04-24 16:00:00,U0090,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02369,2026-04-07 14:00:00,U0096,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02370,2026-04-14 07:00:00,U0087,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02371,2026-04-27 14:00:00,U0034,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02372,2026-04-01 18:00:00,U0062,2,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02373,2026-04-19 00:00:00,U0055,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02374,2026-04-10 15:00:00,U0059,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02375,2026-04-01 11:00:00,U0091,5,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02376,2026-04-13 17:00:00,U0039,3,Aria,Red,Fishing Village,Capital,Failed,0,500,-500,2,0.0,True
L02377,2026-04-04 20:00:00,U0057,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02378,2026-04-20 12:00:00,U0090,4,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02379,2026-04-02 20:00:00,U0045,4,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L02380,2026-04-17 14:00:00,U0003,1,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02381,2026-04-06 14:00:00,U0058,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02382,2026-04-24 03:00:00,U0056,2,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02383,2026-04-27 14:00:00,U0086,1,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02384,2026-04-17 09:00:00,U0039,3,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02385,2026-04-01 11:00:00,U0014,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02386,2026-04-21 04:00:00,U0065,5,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02387,2026-04-30 13:00:00,U0072,3,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02388,2026-04-26 02:00:00,U0030,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02389,2026-04-08 09:00:00,U0055,2,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02390,2026-04-16 05:00:00,U0079,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02391,2026-04-04 11:00:00,U0070,3,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02392,2026-04-01 17:00:00,U0084,5,Nyx,Gold,Fishing Village,Capital,Failed,0,300,-300,2,0.0,False
L02393,2026-04-25 21:00:00,U0048,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02394,2026-04-27 18:00:00,U0019,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02395,2026-04-23 11:00:00,U0089,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02396,2026-04-10 12:00:00,U0005,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02397,2026-04-24 11:00:00,U0088,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02398,2026-04-01 07:00:00,U0094,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02399,2026-04-26 00:00:00,U0042,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02400,2026-04-26 14:00:00,U0063,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02401,2026-04-18 01:00:00,U0002,2,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02402,2026-04-21 02:00:00,U0050,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L02403,2026-04-18 09:00:00,U0023,0,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02404,2026-04-29 09:00:00,U0003,1,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L02405,2026-04-09 23:00:00,U0042,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02406,2026-04-26 07:00:00,U0039,3,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02407,2026-04-03 21:00:00,U0088,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L02408,2026-04-17 06:00:00,U0037,0,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02409,2026-04-13 09:00:00,U0050,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02410,2026-04-15 12:00:00,U0044,2,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02411,2026-04-28 00:00:00,U0012,5,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02412,2026-04-22 21:00:00,U0079,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02413,2026-04-06 04:00:00,U0024,1,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02414,2026-04-05 05:00:00,U0063,5,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02415,2026-04-27 03:00:00,U0014,4,Blacksmith,Blue,Capital,Mines,Failed,0,100,-100,4,0.0,False
L02416,2026-04-13 17:00:00,U0038,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02417,2026-04-14 18:00:00,U0022,2,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02418,2026-04-24 22:00:00,U0098,2,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02419,2026-04-03 14:00:00,U0036,5,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02420,2026-04-26 17:00:00,U0002,2,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02421,2026-04-25 21:00:00,U0013,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02422,2026-04-15 02:00:00,U0019,5,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L02423,2026-04-06 06:00:00,U0038,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02424,2026-04-08 07:00:00,U0013,0,Nyx,Gold,Capital,Mines,Failed,0,300,-300,4,0.0,False
L02425,2026-04-25 03:00:00,U0043,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02426,2026-04-21 23:00:00,U0072,3,Nyx,Gold,Capital,Black Market,Failed,0,300,-300,8,0.0,False
L02427,2026-04-16 23:00:00,U0073,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L02428,2026-04-06 07:00:00,U0097,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02429,2026-04-14 19:00:00,U0045,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L02430,2026-04-26 11:00:00,U0074,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02431,2026-04-14 23:00:00,U0072,3,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L02432,2026-04-06 17:00:00,U0041,1,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02433,2026-04-10 11:00:00,U0027,5,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02434,2026-04-10 12:00:00,U0030,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02435,2026-04-04 01:00:00,U0032,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L02436,2026-04-21 02:00:00,U0085,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02437,2026-04-21 00:00:00,U0045,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L02438,2026-04-11 03:00:00,U0072,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L02439,2026-04-30 22:00:00,U0002,2,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L02440,2026-04-02 12:00:00,U0018,1,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L02441,2026-04-02 04:00:00,U0017,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L02442,2026-04-24 13:00:00,U0060,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
